id,项目名称,网址,ZBKZJ,k1,kbjj,k2,Date,整数位,小数位,下浮率,rule1
A3311011160010761001001,松阳县新兴镇便民服务中心开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/1/6/art_1229662157_187699.html,8743285.0,0.91,7956389.35,0,2022-01-06,9,0,9.0,9.98
A3311011160011309,遂昌县梅溪路提升改造工程,http://lssggzy.lishui.gov.cn/art/2022/7/14/art_1229662124_188388.html,8774606.256,0.884,7756751.93,0,2022-07-14,11,6,11.6,8.66
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/16/art_1229661852_132091.html,8792531.226,0.922,8106713.79,0,2019-09-16,7,8,7.8,10.27
A3311011160010864001001,松阳县公路应急保障基地开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/28/art_1229662157_187755.html,8883920.0,0.926,8226509.92,0,2022-02-28,7,4,7.4,9.25
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/14/art_1229662089_160106.html,8886836.032,0.925,8220323.33,0,2020-09-14,7,5,7.5,8.85
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/7/22/art_1229661812_159413.html,8925316.004,0.916,8175589.46,0,2021-07-22,8,4,8.4,9.44
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/26/art_1229662124_161571.html,8935483.157,0.887,7925773.56,0,2021-03-26,11,3,11.3,9.22
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/23/art_1229662056_139554.html,8942724.073,0.928,8298847.94,0,2019-08-23,7,2,7.2,9.8
A3311011160010983001001,松阳县殡仪馆改扩建项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/19/art_1229662157_187800.html,8968909.002,0.902,8089955.92,0,2022-04-19,9,8,9.8,10.61
A3311011160012013,遂昌县湖山乡湖山村创业综合楼（一期）,http://lssggzy.lishui.gov.cn/art/2022/10/13/art_1229662124_188312.html,8989014.752,0.926,8323827.66,0,2022-10-13,7,4,7.4,8.8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/5/art_1229662089_160019.html,9007225.812,0.905,8151539.36,0,2020-08-05,9,5,9.5,8.69
A3311011160010613,0,http://lssggzy.lishui.gov.cn/art/2021/11/16/art_1229661812_160684.html,9007347.003,0.911,8205693.12,0,2021-11-16,8,9,8.9,9.88
A3311011160012868,青田县城西村区块生活污水零直排工程,http://lssggzy.lishui.gov.cn/art/2023/4/25/art_1229661956_203474.html,9061879.777,0.898,8137568.04,0,2023-04-25,10,2,10.2,9.07
A3311011160011011002001,大港头高地区块安置小区项目基础设施及配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/21/art_1229661852_187702.html,9086943.004,0.922,8378161.45,0,2022-04-21,7,8,7.8,9.21
A3311011160012444,南明山街道精品村庄建设工程-大源村,http://lssggzy.lishui.gov.cn/art/2023/2/28/art_1229661812_195288.html,9120521.531,0.882,8044299.99,0,2023-02-28,11,8,11.8,9.66
A3311011160011432001001,英川镇梯田湿地生态系统修复项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/27/art_1229662190_187787.html,9158934.125,0.926,8481173.0,0,2022-07-27,7,4,7.4,8.31
A3311011160012574,温溪镇新建路改造工程,http://lssggzy.lishui.gov.cn/art/2023/3/15/art_1229661956_198822.html,9173021.553,0.927,8503390.98,0,2023-03-15,7,3,7.3,10.48
A3311011160011800001001,丽水市陈道门未来社区项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229661812_188240.html,9188265.005,0.915,8407262.48,0,2022-10-08,8,5,8.5,9.78
A3311011160012724,碧湖镇垃圾中转站项目,http://lssggzy.lishui.gov.cn/art/2023/3/31/art_1229661852_201065.html,9211444.828,0.932,8585066.58,0,2023-03-31,6,8,6.8,9.08
A3311011160011675,遂昌县智慧水务调度中心项目,http://lssggzy.lishui.gov.cn/art/2022/9/13/art_1229662124_188355.html,9246756.472,0.924,8544002.98,0,2022-09-13,7,6,7.6,9.67
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/4/23/art_1229662124_161708.html,9285066.126,0.937,8700106.96,0,2021-04-23,6,3,6.3,8.73
A3311011160011627001001,种子种苗培育示范平台项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/3/art_1229661852_187987.html,9310694.473,0.883,8221343.22,0,2022-08-03,11,7,11.7,8.82
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/1/art_1229661989_137145.html,9345026.445,0.931,8700219.62,0,2020-04-01,6,9,6.9,9.53
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/9/art_1229662124_160206.html,9440658.004,0.907,8562676.81,0,2020-09-09,9,3,9.3,9.25
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/22/art_1229661989_136755.html,9462035.979,0.935,8847003.64,0,2019-10-22,6,5,6.5,9.83
A3311011160012810,鹤溪街道城南老旧小区（张村自建房区块）房屋立面改造项目,http://lssggzy.lishui.gov.cn/art/2023/4/20/art_1229662190_202903.html,9511581.87,0.92,8750655.32,0,2023-04-20,8,0,8.0,8.2
A3311011160011754001001,青田县上岸区块市政配套工程（二期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/13/art_1229661956_188516.html,9537731.599,0.882,8412279.27,0,2022-09-13,11,8,11.8,10.42
A3311011160011834001001,缙云县县城建成区“污水零直排”建设项目—风景山和六塘巷片区污水零直排工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/7/art_1229662089_187846.html,9539306.043,0.892,8509060.99,0,2022-09-07,10,8,10.8,8.69
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/17/art_1229661852_132116.html,9559449.001,0.931,8899847.02,0,2020-09-17,6,9,6.9,8.05
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/21/art_1229662190_173515.html,9611340.0,0.907,8717485.38,0,2020-08-21,9,3,9.3,8.58
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/14/art_1229661923_138066.html,9630320.94,0.894,8609506.92,0,2019-08-14,10,6,10.6,8.19
A3311011160012884,东源镇红光村精品花园乡村建设项目,http://lssggzy.lishui.gov.cn/art/2023/5/15/art_1229661956_211553.html,9689877.264,0.881,8536781.87,0,2023-05-15,11,9,11.9,10.6
A3311011160011696,遂昌县2022年老旧小区改造项目—龙潭区块,http://lssggzy.lishui.gov.cn/art/2022/9/2/art_1229662124_188349.html,9720888.865,0.925,8991822.2,0,2022-09-02,7,5,7.5,9.27
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/22/art_1229661923_139084.html,9749076.347,0.917,8939903.01,0,2020-05-22,8,3,8.3,8.34
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/7/16/art_1229661812_159329.html,9760501.604,0.929,9067505.99,0,2021-07-16,7,1,7.1,8.55
A3311011160012095001001,碧湖镇通济路路口改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/21/art_1229661852_188142.html,9843277.003,0.931,9164090.89,0,2022-10-21,6,9,6.9,10.08
A3311011160010579,0,http://lssggzy.lishui.gov.cn/art/2021/10/28/art_1229661956_139560.html,9955008.045,0.936,9317887.53,0,2021-10-28,6,4,6.4,8.21
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/7/26/art_1229661812_159469.html,9964106.854,0.906,9027480.81,0,2021-07-26,9,4,9.4,9.48
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/10/art_1229662124_161703.html,10000439.48,0.901,9010395.97,0,2021-09-10,9,9,9.9,8.07
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/15/art_1229662089_160428.html,10064838.87,0.933,9390494.67,0,2020-10-15,6,7,6.7,8.66
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/31/art_1229661812_158003.html,10099046.0,0.937,9462806.1,0,2020-08-31,6,3,6.3,9.21
A3311011160011575001001,2022年美丽县城建设项目—船埠头立面改造工程（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/28/art_1229662089_187801.html,10108665.62,0.937,9471819.69,0,2022-07-28,6,3,6.3,8.39
A3311011160010609,0,http://lssggzy.lishui.gov.cn/art/2021/11/11/art_1229661812_160624.html,10132132.0,0.915,9270900.78,0,2021-11-11,8,5,8.5,8.51
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/11/art_1229661923_139207.html,10142748.37,0.896,9091132.33,0,2020-06-11,10,4,10.4,9.07
A3311011160012954,青田县欧洲城区块老旧小区改造及生活污水零直排工程,http://lssggzy.lishui.gov.cn/art/2023/5/17/art_1229661956_211847.html,10145709.06,0.895,9080409.61,0,2023-05-17,10,5,10.5,9.49
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/10/20/art_1229662089_161158.html,10154961.88,0.906,9200395.46,0,2021-10-20,9,4,9.4,8.7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/26/art_1229662056_141030.html,10249652.0,0.939,9624423.23,0,2020-08-26,6,1,6.1,8.16
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/18/art_1229662089_159779.html,10302319.37,0.926,9539947.74,0,2019-12-18,7,4,7.4,10.03
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/13/art_1229662124_159929.html,10305081.0,0.926,9542505.01,0,2020-08-13,7,4,7.4,9.52
A3311011160012117001001,遂昌县杂交水稻制种全链条服务项目(金竹)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/31/art_1229662124_188199.html,10309549.41,0.938,9670357.35,0,2022-10-31,6,2,6.2,8.84
A3311011160012866,青田县泥湾新村生活污水零直排工程,http://lssggzy.lishui.gov.cn/art/2023/5/9/art_1229661956_210905.html,10347393.91,0.912,9436823.25,0,2023-05-09,8,8,8.8,9.73
A3311011160012929,丽水南城七百秧D-27地块配建七百秧支路,http://lssggzy.lishui.gov.cn/art/2023/5/19/art_1229661812_212074.html,10372316.0,0.932,9666998.51,0,2023-05-19,6,8,6.8,10.2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/10/art_1229662089_160326.html,10374671.48,0.891,9243832.29,0,2020-10-10,10,9,10.9,8.07
A3311011160012096001001,九龙国家湿地公园文化创作基地项目-土石方（基坑支护）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/21/art_1229661852_188140.html,10397932.39,0.895,9306149.49,0,2022-10-21,10,5,10.5,9.5
A3311011160010990001001,丽水学院附中校园危岩整治工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/31/art_1229661812_187734.html,10402384.0,0.895,9310133.68,0,2022-03-31,10,5,10.5,8.84
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/20/art_1229662056_140564.html,10464697.0,0.92,9627521.24,0,2020-05-20,8,0,8.0,10.56
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/30/art_1229662190_173625.html,10520817.7,0.887,9331965.3,0,2021-09-30,11,3,11.3,9.64
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/18/art_1229661989_137171.html,10570547.66,0.903,9545204.54,0,2020-06-18,9,7,9.7,10.29
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/25/art_1229662056_141004.html,10614577.19,0.933,9903400.52,0,2020-08-25,6,7,6.7,9.27
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/23/art_1229662124_161559.html,10656030.1,0.906,9654363.27,0,2021-08-23,9,4,9.4,10.6
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/17/art_1229661812_159707.html,10692323.0,0.9,9623090.7,0,2021-08-17,10,0,10.0,8.26
A3311011160012332,缙云县新建镇洋山区块组团配套工程—工业三路等基础设施配套工程（工业四路）,http://lssggzy.lishui.gov.cn/art/2022/12/12/art_1229662089_190255.html,10703815.13,0.892,9547803.1,0,2022-12-12,10,8,10.8,9.79
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/10/art_1229662056_141173.html,10716809.88,0.898,9623695.27,0,2020-09-10,10,2,10.2,8.85
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/4/8/art_1229661812_157387.html,10724056.35,0.926,9930476.18,0,2019-04-08,7,4,7.4,10.32
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/20/art_1229661956_136516.html,10755211.96,0.918,9873284.58,0,2019-06-20,8,2,8.2,8.54
A3311011160012162001001,青田县船寮镇赤岩工业园区道路网及人行道改造提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/9/art_1229661956_188539.html,10767059.1,0.934,10056433.2,0,2022-11-09,6,6,6.6,9.13
A3311011160011006001001,龙泉市锦溪镇竹木加工小微园厂房联建项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/21/art_1229661923_187571.html,10781430.26,0.92,9918915.84,0,2022-04-21,8,0,8.0,9.35
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/4/art_1229662124_159626.html,10791544.0,0.933,10068510.55,0,2019-06-04,6,7,6.7,8.59
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/16/art_1229661989_137848.html,10848067.1,0.901,9774108.46,0,2020-10-16,9,9,9.9,9.33
A3311011160011422,常宅路(河堤路-平东路)道路工程,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661812_188582.html,10880383.38,0.935,10173158.46,0,2022-11-21,6,5,6.5,10.46
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/2/art_1229661812_158561.html,10911060.0,0.902,9841776.12,0,2021-03-02,9,8,9.8,9.06
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/3/art_1229661812_157715.html,10935936.0,0.934,10214164.22,0,2020-01-03,6,6,6.6,9.05
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/9/art_1229662157_160644.html,10949912.0,0.914,10008219.57,0,2019-12-09,8,6,8.6,9.57
A3311011160011195001001,鹤溪花园小区改造工程（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/18/art_1229662190_187671.html,10954491.2,0.894,9793315.13,0,2022-05-18,10,6,10.6,8.55
A3311011160012176,青田县船寮文化中心周边道路延伸工程,http://lssggzy.lishui.gov.cn/art/2022/12/9/art_1229661956_190049.html,10964666.56,0.937,10273892.57,0,2022-12-09,6,3,6.3,8.25
A3311011160013109,丽水市莲都区金山新村及周边老旧小区改造工程,http://lssggzy.lishui.gov.cn/art/2023/6/14/art_1229661852_214927.html,11005241.0,0.92,10124821.72,0,2023-06-14,8,0,8.0,10.0
A3311011160011670001001,碧湖镇区配套基础设施改造及环境整治项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/23/art_1229661852_188054.html,11058496.0,0.9,9952646.4,0,2022-08-23,10,0,10.0,10.5
A3311011160010609,0,http://lssggzy.lishui.gov.cn/art/2021/11/12/art_1229661812_160646.html,11061276.0,0.92,10176373.92,0,2021-11-12,8,0,8.0,8.94
A3311011160012139,遂昌县老城区道路综合改造项目——凯恩路,http://lssggzy.lishui.gov.cn/art/2023/3/7/art_1229662124_195763.html,11061997.18,0.935,10342967.36,0,2023-03-07,6,5,6.5,10.35
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/20/art_1229661812_157827.html,11098829.52,0.932,10344109.11,0,2020-05-20,6,8,6.8,9.78
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/13/art_1229661852_132073.html,11107224.0,0.927,10296396.65,0,2019-08-13,7,3,7.3,8.27
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/9/art_1229661812_157945.html,11211385.01,0.925,10370531.13,0,2020-07-09,7,5,7.5,9.39
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/2/8/art_1229661812_158354.html,11236833.0,0.926,10405307.36,0,2021-02-08,7,4,7.4,9.83
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/3/art_1229662157_159995.html,11277698.0,0.938,10578480.72,0,2019-09-03,6,2,6.2,9.83
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/13/art_1229662089_159949.html,11278077.87,0.924,10420943.95,0,2020-05-13,7,6,7.6,8.23
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/9/art_1229662089_160118.html,11285994.25,0.906,10225110.79,0,2020-07-09,9,4,9.4,8.46
A3311011160011471001001,松阳县国家传统村落公园游客接待中心开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/11/art_1229662157_187921.html,11295432.0,0.932,10527342.62,0,2022-07-11,6,8,6.8,8.4
A3311011160011697,遂昌县 2022 年老旧小区改造项目—君子路沿线区块,http://lssggzy.lishui.gov.cn/art/2022/8/18/art_1229662124_188348.html,11313586.06,0.938,10612143.72,0,2022-08-18,6,2,6.2,9.37
A3311011160011496,遂昌县育才小学体艺楼建设工程,http://lssggzy.lishui.gov.cn/art/2022/7/21/art_1229662124_188379.html,11333646.54,0.91,10313618.35,0,2022-07-21,9,0,9.0,8.77
A3311011160011061001001,丽水南城F-12-5地块规划支路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/20/art_1229661812_187788.html,11351892.0,0.903,10250758.48,0,2022-04-20,9,7,9.7,9.18
A3311011160012427,遂昌县人民医院应急病房楼建设项目,http://lssggzy.lishui.gov.cn/art/2023/1/5/art_1229662124_191917.html,11403195.49,0.91,10376907.9,0,2023-01-05,9,0,9.0,8.62
A3311011160011860001001,碧湖镇人民路延伸段道路工程（文一楼-环西路段）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661852_188107.html,11418037.0,0.932,10641610.48,0,2022-09-27,6,8,6.8,10.37
A3311011160012869,青田县滨江花园小区生活污水零直排工程,http://lssggzy.lishui.gov.cn/art/2023/5/10/art_1229661956_211068.html,11419340.9,0.893,10197471.42,0,2023-05-10,10,7,10.7,9.87
A3311011160012746,景宁县汇田路延伸工程,http://lssggzy.lishui.gov.cn/art/2023/5/30/art_1229662190_213234.html,11490672.42,0.906,10410549.21,0,2023-05-30,9,4,9.4,10.2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/25/art_1229662124_161540.html,11527946.2,0.906,10444319.26,0,2021-03-25,9,4,9.4,8.73
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/11/20/art_1229661923_140112.html,11551424.0,0.897,10361627.33,0,2020-11-20,10,3,10.3,8.19
A3311011160012084,丽水南城生态停车场改造提升项目-东扩生态停车场及配套工程,http://lssggzy.lishui.gov.cn/art/2022/11/15/art_1229661812_188336.html,11597175.01,0.929,10773775.58,0,2022-11-15,7,1,7.1,9.41
A3311011160012688,汤垟乡便民服务等综合用房新建工程,http://lssggzy.lishui.gov.cn/art/2023/3/23/art_1229661956_199915.html,11734572.06,0.928,10889682.87,0,2023-03-23,7,2,7.2,8.23
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/18/art_1229662124_160534.html,11819569.0,0.902,10661251.24,0,2020-09-18,9,8,9.8,9.98
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/5/6/art_1229662089_159061.html,11968590.28,0.904,10819605.61,0,2019-05-06,9,6,9.6,9.47
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/19/art_1229661923_140549.html,11979736.0,0.936,11213032.9,0,2021-08-19,6,4,6.4,8.5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/20/art_1229661923_139038.html,11985061.0,0.882,10570823.8,0,2020-05-20,11,8,11.8,9.06
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/2/art_1229661812_157933.html,12034844.0,0.901,10843394.44,0,2020-07-02,9,9,9.9,10.17
A3311011160011790,2022年度物业小区截污纳管工程,http://lssggzy.lishui.gov.cn/art/2022/8/30/art_1229661812_188432.html,12037401.0,0.932,11218857.73,0,2022-08-30,6,8,6.8,8.72
A3311011160011444001001,浙江省中波发射管理中心云和广播转播台建设工程一期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/5/art_1229661989_187983.html,12081019.0,0.889,10740025.89,0,2022-07-05,11,1,11.1,8.37
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/19/art_1229661923_139008.html,12101370.0,0.902,10915435.74,0,2020-05-19,9,8,9.8,8.04
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/2/25/art_1229662190_173344.html,12113338.0,0.916,11095817.61,0,2020-02-25,8,4,8.4,8.63
A3311011160011355001001,云和县木制玩具产业创新服务综合体-云北木玩智创空间项目-幕墙工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/24/art_1229661989_187967.html,12142348.32,0.935,11353095.68,0,2022-06-24,6,5,6.5,10.0
A3311011160013048,天宁水厂南侧配套路延伸段工程,http://lssggzy.lishui.gov.cn/art/2023/6/7/art_1229661812_213962.html,12169183.27,0.89,10830573.11,0,2023-06-07,11,0,11.0,9.71
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/28/art_1229662157_161067.html,12179105.0,0.912,11107343.76,0,2020-05-28,8,8,8.8,8.4
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/5/21/art_1229661956_138642.html,12190269.29,0.89,10849339.67,0,2021-05-21,11,0,11.0,8.15
A3311011160010658,0,http://lssggzy.lishui.gov.cn/art/2021/11/17/art_1229662056_142862.html,12198364.73,0.918,11198098.82,0,2021-11-17,8,2,8.2,9.87
A3311011160011835001001,东源镇东源村饮用水达标提标工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229661956_188519.html,12203380.4,0.928,11324737.01,0,2022-09-15,7,2,7.2,10.09
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/10/13/art_1229662157_161632.html,12205614.0,0.912,11131519.97,0,2021-10-13,8,8,8.8,8.53
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/3/art_1229662124_160116.html,12206990.95,0.905,11047326.81,0,2020-09-03,9,5,9.5,8.22
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/1/art_1229661989_137387.html,12251206.13,0.915,11209853.61,0,2020-09-01,8,5,8.5,9.55
A3311011160012093001001,莲都区岩泉街道双黄卫生院迁建项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/24/art_1229661852_188151.html,12323951.0,0.931,11473598.38,0,2022-10-24,6,9,6.9,8.63
A3311011160010579,0,http://lssggzy.lishui.gov.cn/art/2021/11/2/art_1229661956_139592.html,12359451.7,0.901,11135865.98,0,2021-11-02,9,9,9.9,9.43
A3311011160011973001001,环西路延伸段道路工程(通济路-江滨路)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/18/art_1229661852_188128.html,12379703.0,0.924,11438845.57,0,2022-10-18,7,6,7.6,8.65
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/18/art_1229661812_157988.html,12381857.0,0.899,11131289.44,0,2020-08-18,10,1,10.1,8.25
A3311011160010860004001,遂昌县后江村两侧综合整治项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/1/17/art_1229662124_187598.html,12391971.36,0.935,11586493.22,0,2022-01-17,6,5,6.5,10.19
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/21/art_1229662124_160575.html,12400645.01,0.931,11545000.5,0,2020-09-21,6,9,6.9,8.23
A3311011160012075,河湾路(城北街-徐宅路)道路工程,http://lssggzy.lishui.gov.cn/art/2022/11/2/art_1229661812_188338.html,12437592.85,0.888,11044582.45,0,2022-11-02,11,2,11.2,9.23
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/3/art_1229662124_160079.html,12495093.0,0.914,11420515.0,0,2020-09-03,8,6,8.6,8.19
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/24/art_1229662056_140731.html,12530461.09,0.919,11515493.74,0,2020-06-24,8,1,8.1,10.57
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/3/13/art_1229661956_136375.html,12549272.77,0.932,11695922.22,0,2019-03-13,6,8,6.8,8.12
A3311011160011753001001,庆元县同心未来社区项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/26/art_1229662056_187923.html,12552867.88,0.936,11749484.34,0,2022-08-26,6,4,6.4,10.44
A3311011160012979,青田县侨乡小微食品产业园土石方平整和边坡防护工程二期,http://lssggzy.lishui.gov.cn/art/2023/5/26/art_1229661956_212962.html,12562601.78,0.932,11708344.86,0,2023-05-26,6,8,6.8,8.77
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/2/5/art_1229662124_161464.html,12590467.52,0.92,11583230.12,0,2021-02-05,8,0,8.0,9.76
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/1/30/art_1229661956_136321.html,12611444.46,0.886,11173739.79,0,2019-01-30,11,4,11.4,8.15
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/6/art_1229662124_159977.html,12649083.0,0.902,11409472.87,0,2019-12-06,9,8,9.8,9.92
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/4/art_1229662190_173493.html,12662797.71,0.938,11877704.25,0,2021-03-04,6,2,6.2,10.55
A3311011160010608001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/27/art_1229661812_161026.html,12677524.0,0.925,11726709.7,0,2021-12-27,7,5,7.5,8.7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/29/art_1229662124_161607.html,12731504.33,0.927,11802104.51,0,2021-03-29,7,3,7.3,10.06
A3311011160011717001001,庆元县低碳农业产业园渔光互补养殖园光伏项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/24/art_1229662056_187918.html,12733775.01,0.885,11269390.88,0,2022-08-24,11,5,11.5,9.57
A3311011160012489,高湖镇安置区基础设施工程（一期）,http://lssggzy.lishui.gov.cn/art/2023/1/31/art_1229661956_193510.html,12893107.54,0.886,11423293.28,0,2023-01-31,11,4,11.4,8.91
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/1/14/art_1229661989_138302.html,12965544.68,0.918,11902370.02,0,2021-01-14,8,2,8.2,8.43
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/22/art_1229662124_161298.html,13027053.0,0.929,12102132.24,0,2020-12-22,7,1,7.1,9.37
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/20/art_1229661956_136488.html,13082942.83,0.902,11800814.43,0,2019-06-20,9,8,9.8,9.01
A3311011160011722001001,碧湖镇魏村给排水管网工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/8/art_1229661852_188082.html,13091755.0,0.884,11573111.42,0,2022-09-08,11,6,11.6,10.22
A3311011160012181001001,丽水经济技术开发区园区基础设施改造提升工程（二期）- - 桥亭路（成大街- - 惠民街）提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/15/art_1229661812_188264.html,13125435.0,0.892,11707888.02,0,2022-11-15,10,8,10.8,8.78
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/16/art_1229661812_158579.html,13143615.65,0.898,11802966.85,0,2021-03-16,10,2,10.2,10.43
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/30/art_1229661956_136908.html,13179687.35,0.906,11940796.74,0,2019-09-30,9,4,9.4,8.02
A3311011160010658001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/22/art_1229661989_139128.html,13180110.0,0.914,12046620.54,0,2021-12-22,8,6,8.6,10.06
