"id","county","classify","project_type","zbkzj","k1","k2","kbjj","publish_time","source_website_address","numbers_bidders","trade_method"
"ah-huainan-8dd3f2b1-c6d5-4da0-ad1d-89721b43e51c","市级","工程建设","建筑工程",,,,,"3/11/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211103/8dd3f2b1-c6d5-4da0-ad1d-89721b43e51c.html","124","公开招标"
"ah-huainan-8e6f14a3-9c87-459e-bfec-140b0c9beaec-1KB","凤台县","工程建设","公路工程","12860000.0","0",,"6057075.68","18/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230118/8e6f14a3-9c87-459e-bfec-140b0c9beaec-1KB.html","332","公开招标"
"ah-huainan-8f28f273-3e22-45aa-be37-78de213eddcb-1KB","寿县","工程建设","水利水电工程","17511397.35","0.2","-2","16527125.28","11/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230111/8f28f273-3e22-45aa-be37-78de213eddcb-1KB.html","122","公开招标"
"ah-huainan-8f64399c-998d-40b0-ba6b-3e6a5f894e43-1KB","寿县","工程建设","/","2560000","13.8","9.4","2252800.00","18/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230118/8f64399c-998d-40b0-ba6b-3e6a5f894e43-1KB.html","24","公开招标"
"ah-huainan-8fd4767c-69d7-4f2f-88bc-c4651f2c83fd",,"工程建设",,,,,,"12/1/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20220112/8fd4767c-69d7-4f2f-88bc-c4651f2c83fd.html","6","公开招标"
"ah-huainan-901c0b4b-87a1-4ea9-b518-9ea98dbcbce8",,"工程建设",,,,,,"20/9/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20220920/901c0b4b-87a1-4ea9-b518-9ea98dbcbce8.html","14","公开招标"
"ah-huainan-905d6552-55d4-40d3-838b-c19616d88b45-1KB","市级","工程建设","工程（服务）","1400000.0",,,"860000.00","30/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221130/905d6552-55d4-40d3-838b-c19616d88b45-1KB.html","32","公开招标"
"ah-huainan-907f0316-ac8d-4da0-b567-c79cdc78a06d-1KB","市级","工程建设","建筑工程",,"3",,"1040000.00","20/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230420/907f0316-ac8d-4da0-b567-c79cdc78a06d-1KB.html","18","公开招标"
"ah-huainan-9095bade-c584-46bf-bbe2-65043eedb966","市级","工程建设","勘察设计服务",,,,"2490000","24/8/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211026/9095bade-c584-46bf-bbe2-65043eedb966.html","10","公开招标"
"ah-huainan-93835060-3442-4aa6-bc22-a758f7c518d5-1KB","寿县","工程建设","建筑工程",,,,"16350176.7","2/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221102/93835060-3442-4aa6-bc22-a758f7c518d5-1KB.html","16","公开招标"
"ah-huainan-93a05395-1436-432f-9b5a-253365bebfe2-1KB","寿县","工程建设","公路工程","200043878.35",,,"177230014.28","11/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221111/93a05395-1436-432f-9b5a-253365bebfe2-1KB.html","127","公开招标"
"ah-huainan-93a4cccf-871b-4855-8104-dbe90f69a63b","市级","工程建设","建筑工程","400","0",,"3970065.00","27/10/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211027/93a4cccf-871b-4855-8104-dbe90f69a63b.html","26","公开招标"
"ah-huainan-9443b9a4-437e-46e9-8937-e67c51b61a0e-1KB","寿县","工程建设","公路工程","6140529.86","-12.4","-13.6","5341993.87","19/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230419/9443b9a4-437e-46e9-8937-e67c51b61a0e-1KB.html","435","公开招标"
"ah-huainan-965cce62-a59c-49db-b11e-660dbebb0139-1KB","市级","工程建设","工程设计类",,,,"2600000","6/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221206/965cce62-a59c-49db-b11e-660dbebb0139-1KB.html","18","公开招标"
"ah-huainan-96eef03b-98e5-49a0-b0b6-c091faa69b8f-1KB","寿县","工程建设",,"8028800.0",,,"6500000","8/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221208/96eef03b-98e5-49a0-b0b6-c091faa69b8f-1KB.html","4","公开招标"
"ah-huainan-971364b1-5e3e-4e23-863b-8f08053d0449-1KB","寿县","工程建设","水利水电工程","2346938.71","0.2",,"2155099.94","6/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230606/971364b1-5e3e-4e23-863b-8f08053d0449-1KB.html","200","公开招标"
"ah-huainan-97a4769d-c383-4899-b114-22274db5873c-1KB","寿县","工程建设","建筑工程","6018484.39","0.45","0.98","5656643.24","13/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230613/97a4769d-c383-4899-b114-22274db5873c-1KB.html","184","公开招标"
"ah-huainan-97cd619c-b290-4572-97a9-b658c571b54d-1KB","凤台县","工程建设","公路工程","12000000.0","0",,"9769516.24","27/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230427/97cd619c-b290-4572-97a9-b658c571b54d-1KB.html","481","公开招标"
"ah-huainan-98e0e414-3745-4885-af0c-d9d16018b7e1-1KB","寿县","工程建设","建筑工程","553522062.56",,,"498335912.65","4/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230504/98e0e414-3745-4885-af0c-d9d16018b7e1-1KB.html","64","公开招标"
"ah-huainan-99c1e48b-b6cd-4a82-bf7b-4b218bf4a0ff-1KB","市级","工程建设","建筑工程","4838514.45","0",,"4493856.11","12/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230412/99c1e48b-b6cd-4a82-bf7b-4b218bf4a0ff-1KB.html","19","公开招标"
"ah-huainan-99ed0fce-e96e-46b5-b0de-83ab833c2c37-1KB","寿县","工程建设",,"18000000.0","-10.8","-6","0.91","1/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221201/99ed0fce-e96e-46b5-b0de-83ab833c2c37-1KB.html","14","公开招标"
"ah-huainan-9a39f3c3-bd54-4a08-8faa-a896fa2ab5ba-1KB","市级","工程建设","公路工程",,"0",,"946.07","9/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230509/9a39f3c3-bd54-4a08-8faa-a896fa2ab5ba-1KB.html","312","公开招标"
"ah-huainan-9b73186a-68fe-49e5-8914-96bf6c7e474b-1KB","市级","工程建设","水利水电工程",,"0",,"2565000","7/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230307/9b73186a-68fe-49e5-8914-96bf6c7e474b-1KB.html","8","公开招标"
"ah-huainan-9b849a32-79d7-43a4-801b-5aed964c4f68-1KB",,"工程建设","服务",,"0",,"2040000","9/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230209/9b849a32-79d7-43a4-801b-5aed964c4f68-1KB.html","9","公开招标"
"ah-huainan-9bca5f22-152c-40f7-8f6d-4328b16d18e2-1KB",,"工程建设","水利水电工程","2700","0",,"26187860.00","17/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221117/9bca5f22-152c-40f7-8f6d-4328b16d18e2-1KB.html","17","公开招标"
"ah-huainan-9c1a244c-f997-4de6-88de-a011ccea7a87-1KB","凤台县","工程建设","建筑工程",,"0",,"2156000.00","16/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230516/9c1a244c-f997-4de6-88de-a011ccea7a87-1KB.html","11","公开招标"
"ah-huainan-9d0c2b3e-9ffe-4a45-882f-6af80a8548b2-1KB","凤台县","工程建设","工程服务",,"100",,"4800000","11/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221111/9d0c2b3e-9ffe-4a45-882f-6af80a8548b2-1KB.html","9","公开招标"
"ah-huainan-9d36e968-136b-41ce-bb46-4e34edbf4651-1KB","寿县","工程建设","建筑工程","3602285.12","0.55","0.97","3385986.26","15/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230615/9d36e968-136b-41ce-bb46-4e34edbf4651-1KB.html","181","公开招标"
"ah-huainan-9dea6504-5ebb-437b-812a-10a53afefbc8-1KB","寿县","工程建设","建筑工程","4199726.60","0.6","0.94","3823431.1","25/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230525/9dea6504-5ebb-437b-812a-10a53afefbc8-1KB.html","181","公开招标"
"ah-huainan-9f31793f-faad-4b98-96b0-b881dc054c12-1KB","凤台县","工程建设","市政公用工程","30000000.0",,,"26749529.81","11/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230424/9f31793f-faad-4b98-96b0-b881dc054c12-1KB.html","27","公开招标"
"ah-huainan-a027efc4-7570-40ba-9c15-1a21f1643d57-1KB","寿县","工程建设",,"10300000.0",,,"8992280","29/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230329/a027efc4-7570-40ba-9c15-1a21f1643d57-1KB.html","19","公开招标"
"ah-huainan-a05d202f-efda-4995-bcbb-ff6d390dd1eb-1KB","寿县","工程建设",,"17542083.91",,,"15787875.52","23/9/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20220923/a05d202f-efda-4995-bcbb-ff6d390dd1eb-1KB.html","56","公开招标"
"ah-huainan-a064d44e-ae6b-4b79-9f42-f2185f5a87e9-1KB",,"工程建设",,,"0.1",,,"27/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/a064d44e-ae6b-4b79-9f42-f2185f5a87e9-1KB.html","151",
"ah-huainan-a13e0498-1a32-4b14-a4a0-f5ee92d3b5c4","寿县","工程建设","建筑工程",,"-9.4","-10.6","668800.00","9/10/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/a13e0498-1a32-4b14-a4a0-f5ee92d3b5c4.html","47","公开招标"
"ah-huainan-a1c1e66a-d6e4-4885-9031-fb8be6579c3a-1KB","市级","工程建设",,"3530000.0","0.1",,"2243532.16","11/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230511/a1c1e66a-d6e4-4885-9031-fb8be6579c3a-1KB.html","463","公开招标"
"ah-huainan-a3641d8c-72c7-44f2-91bb-a32ea5a2e842-1KB","市级","工程建设","市政公用工程","24000000.0","0",,"21120000","10/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221110/a3641d8c-72c7-44f2-91bb-a32ea5a2e842-1KB.html","27","公开招标"
"ah-huainan-a3bf0bac-55a0-4326-ad52-2577fe1f34a8-1KB","凤台县","工程建设","建筑工程","40000000.0","0",,"37939477.47","25/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230525/a3bf0bac-55a0-4326-ad52-2577fe1f34a8-1KB.html","27","公开招标"
"ah-huainan-a42ca66f-d97c-4c5f-abe7-e09b566dee48-1KB","寿县","工程建设","市政公用工程","8093023.7","0.4","0.92","6940577.13","19/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230119/a42ca66f-d97c-4c5f-abe7-e09b566dee48-1KB.html","91","公开招标"
"ah-huainan-a55a2b25-ec3c-4a3a-b583-ae3ab352954b","市级","工程建设","建筑工程","2000000.0",,,"395980000.00","20/10/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211020/a55a2b25-ec3c-4a3a-b583-ae3ab352954b.html","19","公开招标"
"ah-huainan-a55a928a-71f2-497e-9ba0-9959181cbfc7-1KB","市级","工程建设","水利水电工程","76123500.0","0",,"74465529.40","3/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230403/a55a928a-71f2-497e-9ba0-9959181cbfc7-1KB.html","18","公开招标"
"ah-huainan-a66e4363-de0c-410c-bf52-21587488b480","市级","工程建设",,,"6.5",,,"20/7/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20210720/a66e4363-de0c-410c-bf52-21587488b480.html","210","公开招标"
"ah-huainan-a833e86b-c7f0-4c3c-8a60-416bb0955fcb-1KB","市级","工程建设","水利水电工程","3680000.0","0.1",,"2873963.80","12/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230612/a833e86b-c7f0-4c3c-8a60-416bb0955fcb-1KB.html","420","公开招标"
"ah-huainan-a84745b2-3b70-4d16-9838-cb47bf3d6c8b-1KB","凤台县","工程建设","市政公用工程",,"100",,"22932422.58","18/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221118/a84745b2-3b70-4d16-9838-cb47bf3d6c8b-1KB.html","14","公开招标"
"ah-huainan-a95bd690-9099-4bec-acd4-dc144b51cb57-1KB","凤台县","工程建设","公路工程","12000000.0","0",,"7037124.21","27/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230427/a95bd690-9099-4bec-acd4-dc144b51cb57-1KB.html","475","公开招标"
"ah-huainan-aa237944-c6f9-4d20-b1f4-b10db790e99e-1KB","市级","工程建设","建筑工程","56195600.00000001","0",,"55638544.00","3/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230403/aa237944-c6f9-4d20-b1f4-b10db790e99e-1KB.html","12","公开招标"
"ah-huainan-aa962d53-6a9a-4af7-9b86-5804f8dcd9ff-1KB","市级","工程建设","水利水电工程",,"0.2",,"28610882.97","8/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230508/aa962d53-6a9a-4af7-9b86-5804f8dcd9ff-1KB.html","145","公开招标"
"ah-huainan-ab17ee4e-96e9-4303-892a-15436d15d64e","寿县","工程建设","水利水电工程","5979934.28","0",,"5160339.44","25/8/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/ab17ee4e-96e9-4303-892a-15436d15d64e.html","313","公开招标"
"ah-huainan-ab7d4d9c-e5f4-4025-b640-a4e342216e63-1KB","市级","工程建设","建筑工程","1100000.0",,,"1008000.00","3/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221103/ab7d4d9c-e5f4-4025-b640-a4e342216e63-1KB.html","22","公开招标"
"ah-huainan-abc76acc-b5c8-4ef4-a2de-6d0c085cc4c2","市级","工程建设","市政公用工程","8000000.0",,,"6858912.97","3/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211026/abc76acc-b5c8-4ef4-a2de-6d0c085cc4c2.html","56","公开招标"
"ah-huainan-abdf78f8-03e4-4764-88a4-2a2555bb707e-1KB",,"工程建设","智能化专业工程","20648514.99",,,"17551237.74","7/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230207/abdf78f8-03e4-4764-88a4-2a2555bb707e-1KB.html","45","公开招标"
"ah-huainan-ac1e30d8-ef2b-4f74-917c-c899f7e7dde6-1KB","寿县","工程建设","市政公用工程","9286320.38","-8.8","-12","8190534.58","14/10/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221014/ac1e30d8-ef2b-4f74-917c-c899f7e7dde6-1KB.html","35","公开招标"
"ah-huainan-ada59410-ade7-4459-a07d-5de7a1741583-1KB",,"工程建设","公路工程",,"0",,,"8/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221108/ada59410-ade7-4459-a07d-5de7a1741583-1KB.html","11","公开招标"
"ah-huainan-afadb2f2-d6d2-48b4-aa8b-0b30bb9871d7","寿县","工程建设","市政公用工程","8389147.74","5.0","9.0","7241512.31","29/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211105/afadb2f2-d6d2-48b4-aa8b-0b30bb9871d7.html","538","公开招标"
"ah-huainan-b1f04b83-f8b8-40dc-b2a7-bf94b8e07f7b","寿县","工程建设","建筑工程","5344218.27","0.4","0.9","4575719.69","13/10/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211108/b1f04b83-f8b8-40dc-b2a7-bf94b8e07f7b.html","388","公开招标"
"ah-huainan-b23e8c58-8b1b-4c6f-a7b5-9e65eff8707a","寿县","工程建设",,,"-14.4","-11.6",,"24/5/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20220524/b23e8c58-8b1b-4c6f-a7b5-9e65eff8707a.html","84","公开招标"
"ah-huainan-b262b77c-2989-4117-95fc-ea401c3599dd-1KB","市级","工程建设","市政公用工程","12000000.0","0",,"8502686.00","14/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230614/b262b77c-2989-4117-95fc-ea401c3599dd-1KB.html","42","公开招标"
"ah-huainan-b390eb5b-1035-4416-9e4f-fe08ca59ccf4-1KB","凤台县","工程建设","公路工程",,"1",,"5690000","16/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221116/b390eb5b-1035-4416-9e4f-fe08ca59ccf4-1KB.html","9","公开招标"
"ah-huainan-b3d423b4-ff10-4332-80de-593321d2f430-1KB","市级","工程建设","建筑工程",,"0",,"17750000","10/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230410/b3d423b4-ff10-4332-80de-593321d2f430-1KB.html","18","公开招标"
"ah-huainan-b4b17bb4-a12b-4c83-91e2-e2372a166633-1KB",,"工程建设",,,"0.5","0.95",,"27/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/b4b17bb4-a12b-4c83-91e2-e2372a166633-1KB.html","184",
"ah-huainan-b571996a-79ad-4f13-a7e3-2a4190b3751d-1KB","凤台县","工程建设","公路工程",,"0",,"2510000","8/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230208/b571996a-79ad-4f13-a7e3-2a4190b3751d-1KB.html","5","公开招标"
"ah-huainan-b5937a7d-0f8e-4d50-b846-32ca0696d62f-1KB","市级","工程建设","建筑工程","3200000.0","0",,"2880000.00","3/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230403/b5937a7d-0f8e-4d50-b846-32ca0696d62f-1KB.html","8","公开招标"
"ah-huainan-b63e51c5-7e15-4c61-9c18-8d9d2ca9e9b7-1KB","凤台县","工程建设","建筑工程",,"0",,"3960000.00","17/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230517/b63e51c5-7e15-4c61-9c18-8d9d2ca9e9b7-1KB.html","10","公开招标"
"ah-huainan-b665a747-e6b5-475a-9a1a-bce7237fdf2b-1KB",,"工程建设","建筑工程","822000000.0","0",,"417564891.30","6/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230406/b665a747-e6b5-475a-9a1a-bce7237fdf2b-1KB.html","31","公开招标"
"ah-huainan-b72a979f-1759-453b-ba92-a2c9017a2ffe",,"工程建设",,"2678025.12",,,"2659889.36","21/7/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/b72a979f-1759-453b-ba92-a2c9017a2ffe.html","3","邀请招标"
"ah-huainan-b7da44fa-2082-4558-8adf-56d389b16690","寿县","工程建设","公路工程","6375750.82","0.5","0.92","5606252.27","24/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211111/b7da44fa-2082-4558-8adf-56d389b16690.html","445","公开招标"
"ah-huainan-b8662f98-4836-487c-8b01-b783a4db51f5-1KB","凤台县","工程建设","市政公用工程",,"100",,"26385859.92","16/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221116/b8662f98-4836-487c-8b01-b783a4db51f5-1KB.html","10","公开招标"
"ah-huainan-b88f4ba7-c2d2-452d-85d6-b247db171404-1KB","寿县","工程建设","公路工程","5223013.19","-8.2","-12.8","4674363.09","25/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230525/b88f4ba7-c2d2-452d-85d6-b247db171404-1KB.html","301","公开招标"
"ah-huainan-b89fedef-cf74-4e4e-a1f2-12513e325ead-1KB","市级","工程建设","工程服务",,,,"2150000.00","9/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230509/b89fedef-cf74-4e4e-a1f2-12513e325ead-1KB.html","5","公开招标"
"ah-huainan-b9d796e1-5ecd-49d1-8b52-2eb7eb17401a-1KB","市级","工程建设","建筑工程","8000000.0","0",,"6533226.29","26/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221226/b9d796e1-5ecd-49d1-8b52-2eb7eb17401a-1KB.html","78","公开招标"
"ah-huainan-ba37d0c3-6d69-4156-ad53-37ba130af809-1KB","寿县","工程建设","建筑工程","2085149.26","0.6","0.96","1942316.54","19/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230619/ba37d0c3-6d69-4156-ad53-37ba130af809-1KB.html","179","公开招标"
"ah-huainan-ba5d306c-bfb3-4fbf-8bdd-751c2dde10e3-1KB","寿县","工程建设","公路工程",,"-12","-9.8","774000","30/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221130/ba5d306c-bfb3-4fbf-8bdd-751c2dde10e3-1KB.html","10","公开招标"
"ah-huainan-bbefbce2-668d-4d4c-a777-ba367f511fe5-1KB","寿县","工程建设","建筑工程","367918778.29",,,"331130579.67","19/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230619/bbefbce2-668d-4d4c-a777-ba367f511fe5-1KB.html","80","公开招标"
"ah-huainan-bc1991b2-874c-4e3a-8a48-e9fe2812003a-1KB","寿县","工程建设","工程服务","100",,,"786000.00","21/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230621/bc1991b2-874c-4e3a-8a48-e9fe2812003a-1KB.html","24","公开招标"
"ah-huainan-bc737f7a-bd8b-4851-90df-2a7f5608a2a4-1KB","寿县","工程建设","市政公用工程","27586573.96","-8.4","-9","24688749.2","1/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221201/bc737f7a-bd8b-4851-90df-2a7f5608a2a4-1KB.html","54","公开招标"
"ah-huainan-bd2fa127-d274-40e7-bf8d-1c138ce93ef2-1KB","寿县","工程建设",,"8834450","-10","-9.8","7932200.00","7/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230607/bd2fa127-d274-40e7-bf8d-1c138ce93ef2-1KB.html","34","公开招标"
"ah-huainan-bede1999-b9bb-4690-b7fd-476db4268ecb-1KB","市级","工程建设","工程（服务）","1400000.0",,,"330000.00","30/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221130/bede1999-b9bb-4690-b7fd-476db4268ecb-1KB.html","57","公开招标"
"ah-huainan-bf1d6311-a34b-413f-9601-15485acc7ee5-1KB","凤台县","工程建设","建筑工程","13000000.0","0",,"92.00","14/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230314/bf1d6311-a34b-413f-9601-15485acc7ee5-1KB.html","14","公开招标"
"ah-huainan-bfa7f5cf-adf6-4f2e-a388-01490d6a19f8-1KB","寿县","工程建设","建筑工程","45342093.64","-10.4","-5.2","41168562.50","6/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230306/bfa7f5cf-adf6-4f2e-a388-01490d6a19f8-1KB.html","92","公开招标"
"ah-huainan-bfb107a9-ad49-41d2-bf89-ef3fff5a3440-1KB","市级","工程建设","建筑工程",,"0",,"8259404.36","15/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230515/bfb107a9-ad49-41d2-bf89-ef3fff5a3440-1KB.html","41","公开招标"
"ah-huainan-bfc6a575-f8a7-4fa7-a1dc-59cc8f647e5e-1KB","寿县","工程建设","建筑工程","20069466.51","-14","-11.2","17496199.66","1/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221101/bfc6a575-f8a7-4fa7-a1dc-59cc8f647e5e-1KB.html","91","公开招标"
"ah-huainan-c0b64eec-15d8-4b0c-8f68-2539bad22a63",,"工程建设","建筑工程","4742727410600.0","-8","-9.8","433463452.32","31/8/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20210831/c0b64eec-15d8-4b0c-8f68-2539bad22a63.html","105","公开招标"
"ah-huainan-c2836cde-c730-497e-8b86-656f0a5da857-1KB","市级","工程建设","建筑工程",,,,"2070020.45","4/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230504/c2836cde-c730-497e-8b86-656f0a5da857-1KB.html","45","公开招标"
"ah-huainan-c3a0bddb-c87d-49b8-bd07-45d18fa07de8-1KB","市级","工程建设","建筑工程","3900000.0",,,"3510000.00","19/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221219/c3a0bddb-c87d-49b8-bd07-45d18fa07de8-1KB.html","7","公开招标"
"ah-huainan-c4a7f1de-054e-462e-9618-49372cbd2a58-1KB","凤台县","工程建设","建筑工程","10100000.0","100",,"7292005.47","17/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221117/c4a7f1de-054e-462e-9618-49372cbd2a58-1KB.html","149","公开招标"
"ah-huainan-c51d28f0-b3dc-48c0-a65a-ee32757467ce-1KB","市级","工程建设","公路工程",,"0",,"4607649","4/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230504/c51d28f0-b3dc-48c0-a65a-ee32757467ce-1KB.html","30","公开招标"
"ah-huainan-c560d179-9d22-4c17-a486-587dcabb83e0-1KB",,"工程建设",,,"0.45","0.96",,"29/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230629/c560d179-9d22-4c17-a486-587dcabb83e0-1KB.html","63",
